30,0040
0030,0040
0030,0040
0029,0040
0029,0041
0029,0041
0030,0041
0030,0040
0030,0040
0030,0040
0030,0040
0030,0040
0029,0040
0029,0041
0029,0041
0030,0041
0030,0040
0030,0040
0033,0040
0033,0040
0033,0040
0033,0040
0033,0041
0033,0041
0034,0041
0034,0040
0034,0040
0034,0040
0034,0041
0034,0041
0034,0041
0034,0040
0034,0040
0032,0040
0032,0040
0032,0040
0030,0040
0030,0040
0030,0040
0030,0040
0030,0041
0030,0041
0029,0041
0029,0040
0029,0040
0030,0040
0030,0041
0030,0041
0029,0041
0029,0040
0029,0040
0029,0040
0029,0041
0029,0041
0030,0041
0030,0041
0030,0041
0029,0041
0029,0040
0029,0040
0029,0040
0029,0040
0029,0040
0031,0040
0031,0041
0031,0041
0035,0041
0035,0041
0035,0041
0035,0041
0035,0040
0035,0040
0032,0040
0032,0042
0032,0042
0034,0042
0034,0077
0034,0077
0057,0077
0057,0334
0057,0334
0111,0334
0111,0508
0111,0508
0108,0508
0108,0469
0108,0469
0080,0469
0080,0353
0080,0353
0080,0353
0080,0303
0080,0303
0076,0303
0076,0267
0076,0267
0053,0267
0053,0170
0053,0170
0053,0170
0053,0128
0053,0128
0043,0128
0043,0086
0043,0086
0037,0086
0037,0061
0037,0061
0034,0061
0034,0051
0034,0051
0035,0051
0035,0049
0035,0049
0034,0049
0034,0044
0034,0044
0035,0044
0035,0043
0035,0043
0035,0043
0035,0047
0035,0047
0035,0047
0035,0056
0035,0056
0034,0056
0034,0053
0034,0053
0033,0053
0033,0091
0033,0091
0033,0091
0033,0084
0033,0084
0031,0084
0031,0064
0031,0064
0031,0064
0031,0055
0031,0055
0032,0055
0032,0052
0032,0052
0033,0052
0033,0052
0033,0052
0033,0052
0033,0046
0033,0046
0033,0046
0033,0044
0033,0044
0033,0044
0033,0042
0033,0042
0033,0042
0033,0042
0033,0042
0034,0042
0034,0041
0034,0041
0033,0041
0033,0041
0033,0041
0033,0041
0033,0040
0033,0040
0033,0040
0033,0040
0033,0040
0034,0040
0034,0040
0034,0040
0034,0040
0034,0040
0034,0040
0033,0040
0033,0041
0033,0041
0034,0041
0034,0041
0034,0041
0034,0041
0034,0040
0034,0040
0034,0040
0034,0041
0034,0041
0034,0041
0034,0041
0034,0041
0033,0041
0033,0041
0033,0041
0034,0041
0034,0051
0034,0051
0039,0051
0039,0134
0039,0134
0043,0134
0043,0159
0043,0159
0047,0159
0047,0203
0047,0203
0045,0203
0045,0189
0045,0189
0047,0189
0047,0185
0047,0185
0044,0185
0044,0143
0044,0143
0040,0143
0040,0096
0040,0096
0036,0096
0036,0071
0036,0071
0035,0071
0035,0054
0035,0054
0034,0054
0034,0050
0034,0050
0034,0050
0034,0051
0034,0051
0033,0051
0033,0048
0033,0048
0032,0048
0032,0044
0032,0044
0031,0044
0031,0042
0031,0042
0029,0042
0029,0042
0029,0042
0029,0042
0029,0048
0029,0048
0030,0048
0030,0050
0030,0050
0030,0050
0030,0045
0030,0045
0030,0045
0030,0042
0030,0042
0032,0042
0032,0042
0032,0042
0034,0042
0034,0041
0034,0041
0032,0041
0032,0040
0032,0040
0031,0040
0031,0041
0031,0041
0031,0041
0031,0041
0031,0041
0030,0041
0030,0040
0030,0040
0030,0040
0030,0041
0030,0041
0031,0041
0031,0040
0031,0040
0030,0040
0030,0040
0030,0040
0030,0040
0030,0040
0030,0040
0030,0040
0030,0041
0030,0041
0029,0041
0029,0040
0029,0040
0030,0040
0030,0040
0030,0040
0031,0040
0031,0040
0031,0040
0030,0040
0030,0040
0030,0040
0030,0040
0030,0040
0030,0040
0031,0040
0031,0040
0031,0040
0030,0040
0030,0043
0030,0043
0029,0043
0029,0059
0029,0059
0029,0059
0029,0123
0029,0123
0033,0123
0033,0182
0033,0182
0034,0182
0034,0214
0034,0214
0032,0214
0032,0203
0032,0203
0046,0203
0046,0162
0046,0162
0038,0162
0038,0126
0038,0126
0035,0126
0035,0094
0035,0094
0032,0094
0032,0069
0032,0069
0031,0069
0031,0053
0031,0053
0031,0053
0031,0048
0031,0048
0032,0048
0032,0054
0032,0054
0035,0054
0035,0049
0035,0049
0033,0049
0033,0071
0033,0071
0033,0071
0033,0057
0033,0057
0031,0057
0031,0050
0031,0050
0031,0050
0031,0047
0031,0047
0031,0047
0031,0044
0031,0044
0031,0044
0031,0042
0031,0042
0029,0042
0029,0041
0029,0041
0030,0041
0030,0041
0030,0041
0029,0041
0029,0041
0029,0041
0030,0041
0030,0040
0030,0040
0030,0040
0030,0040
0030,0040
0030,0040
0030,0040
0030,0040
0030,0040
0030,0040
0030,0040
0030,0040
0030,0040
0030,0040
0029,0040
0029,0040
0029,0040
0029,0040
0029,0041
0029,0041
0030,0041
0030,0040
0030,0040
0031,0040
0031,0041
0031,0041
0033,0041
0033,0040
0033,0040
0034,0040
0034,0040
0034,0040
0034,0040
0034,0040
0034,0040
0033,0040
0033,0040
0033,0040
0034,0040
0034,0041
0034,0041
0033,0041
0033,0042
0033,0042
0034,0042
0034,0052
0034,0052
0041,0052
0041,0180
0041,0180
0035,0180
0035,0203
0035,0203
0035,0203
0035,0220
0035,0220
0040,0220
0040,0177
0040,0177
0040,0177
0040,0128
0040,0128
0037,0128
0037,0112
0037,0112
0035,0112
0035,0077
0035,0077
0035,0077
0035,0058
0035,0058
0034,0058
0034,0051
0034,0051
0033,0051
0033,0046
0033,0046
0036,0046
0036,0043
0036,0043
0037,0043
0037,0052
0037,0052
0037,0052
0037,0052
0037,0052
0038,0052
0038,0049
0038,0049
0034,0049
0034,0044
0034,0044
0034,0044
0034,0043
0034,0043
0033,0043
0033,0041
0033,0041
0033,0041
0033,0041
0033,0041
0033,0041
0033,0040
0033,0040
0033,0040
0033,0041
0033,0041
0033,0041
0033,0040
0033,0040
0034,0040
0034,0041
0034,0041
0034,0041
0034,0041
0034,0041
0034,0041
0034,0041
0034,0041
0033,0041
0033,0040
0033,0040
0033,0040
0033,0040
0033,0040
0035,0040
0035,0040
0035,0040
0034,0040
0034,0040
0034,0040
0033,0040
0033,0041
0033,0041
0035,0041
0035,0041
0035,0041
0033,0041
0033,0040
0033,0040
0033,0040
0033,0041
0033,0041
0032,0041
0032,0040
0032,0040
0031,0040
0031,0041
0031,0041
0031,0041
0031,0040
0031,0040
0031,0040
0031,0045
0031,0045
0034,0045
0034,0146
0034,0146
0040,0146
0040,0160
0040,0160
0041,0160
0041,0211
0041,0211
0037,0211
0037,0196
0037,0196
0044,0196
0044,0195
0044,0195
0042,0195
0042,0131
0042,0131
0037,0131
0037,0108
0037,0108
0035,0108
0035,0073
0035,0073
0036,0073
0036,0055
0036,0055
0035,0055
0035,0047
0035,0047
0034,0047
0034,0044
0034,0044
0033,0044
0033,0043
0033,0043
0033,0043
0033,0042
0033,0042
0033,0042
0033,0041
0033,0041
0031,0041
0031,0040
0031,0040
0030,0040
0030,0041
0030,0041
0031,0041
0031,0041
0031,0041
0030,0041
0030,0041
0030,0041
0029,0041
0029,0040
0029,0040
0029,0040
0029,0041
0029,0041
0029,0041
0029,0040
0029,0040
0030,0040
0030,0041
0030,0041
0028,0041
0028,0041
0028,0041
0030,0041
0030,0040
0030,0040
0030,0040
0030,0040
0030,0040
0030,0040
0030,0041
0030,0041
0032,0041
0032,0041
0032,0041
0031,0041
0031,0040
0031,0040
0030,0040
0030,0040
0030,0040
0029,0040
0029,0041
0029,0041
0028,0041
0028,0040
0028,0040
0028,0040
0028,0040
0028,0040
0027,0040
0027,0040
0027,0040
0027,0040
0027,0040
0027,0040
0028,0040
0028,0040
0028,0040
0026,0040
0026,0041
0026,0041
0027,0041
0027,0041
0027,0041
0027,0041
0027,0046
0027,0046
0031,0046
0031,0077
0031,0077
0035,0077
0035,0115
0035,0115
0035,0115
0035,0152
0035,0152
0036,0152
0036,0166
0036,0166
0057,0166
0057,0171
0057,0171
0049,0171
0049,0160
0049,0160
0043,0160
0043,0137
0043,0137
0035,0137
0035,0113
0035,0113
0033,0113
0033,0092
0033,0092
0032,0092
0032,0064
0032,0064
0030,0064
0030,0052
0030,0052
0031,0052
0031,0048
0031,0048
0036,0048
0036,0047
0036,0047
0033,0047
0033,0043
0033,0043
0032,0043
0032,0041
0032,0041
0032,0041
0032,0041
0032,0041
0032,0041
0032,0041
0032,0041
0030,0041
0030,0040
0030,0040
0030,0040
0030,0041
0030,0041
0031,0041
0031,0041
0031,0041
0032,0041
0032,0041
0032,0041
0031,0041
0031,0040
0031,0040
0030,0040
0030,0040
0030,0040
0030,0040
0030,0041
0030,0041
0030,0041
0030,0040
0030,0040
0029,0040
0029,0041
0029,0041
0029,0041
0029,0040
0029,0040
0030,0040
0030,0040
0030,0040
0030,0040
0030,0041
0030,0041
0031,0041
0031,0040
0031,0040
0029,0040
0029,0041
0029,0041
0029,0041
0029,0040
0029,0040
0030,0040
0030,0040
0030,0040
0029,0040
0029,0041
0029,0041
0029,0041
0029,0040
0029,0040
0030,0040
0030,0040
0030,0040
0029,0040
0029,0041
0029,0041
0028,0041
0028,0041
0028,0041
0028,0041
0028,0040
0028,0040
0029,0040
0029,0042
0029,0042
0028,0042
0028,0061
0028,0061
0045,0061
0045,0185
0045,0185
0043,0185
0043,0208
0043,0208
0043,0208
0043,0239
0043,0239
0042,0239
0042,0215
0042,0215
0042,0215
0042,0150
0042,0150
0036,0150
0036,0123
0036,0123
0035,0123
0035,0096
0035,0096
0035,0096
0035,0093
0035,0093
0036,0093
0036,0069
0036,0069
0031,0069
0031,0059
0031,0059
0031,0059
0031,0049
0031,0049
0031,0049
0031,0045
0031,0045
0033,0045
0033,0043
0033,0043
0032,0043
0032,0042
0032,0042
0032,0042
0032,0042
0032,0042
0031,0042
0031,0041
0031,0041
0031,0041
0031,0040
0031,0040
0031,0040
0031,0040
0031,0040
0031,0040
0031,0041
0031,0041
0030,0041
0030,0040
0030,0040
0030,0040
0030,0040
0030,0040
0030,0040
0030,0040
0030,0040
0029,0040
0029,0041
0029,0041
0030,0041
0030,0040
0030,0040
0029,0040
0029,0040
0029,0040
0031,0040
0031,0040
0031,0040
0030,0040
0030,0040
0030,0040
0030,0040
0030,0041
0030,0041
0030,0041
0030,0040
0030,0040
0030,0040
0030,0041
0030,0041
0030,0041
0030,0040
0030,0040
0030,0040
0030,0041
0030,0041
0029,0041
0029,0040
0029,0040
0029,0040
0029,0041
