0028,0040
0028,0040
0028,0040
0028,0041
0028,0041
0027,0041
0027,0040
0027,0040
0028,0040
0028,0041
0028,0041
0029,0041
0029,0040
0029,0040
0028,0040
0028,0041
0028,0041
0030,0041
0030,0040
0030,0040
0030,0040
0030,0040
0030,0040
0029,0040
0029,0040
0029,0040
0028,0040
0028,0040
0028,0040
0028,0040
0028,0041
0028,0041
0028,0041
0028,0040
0028,0040
0028,0040
0028,0040
0028,0040
0028,0040
0028,0041
0028,0041
0027,0041
0027,0041
0027,0041
0027,0041
0027,0041
0027,0041
0027,0041
0027,0040
0027,0040
0027,0040
0027,0041
0027,0041
0028,0041
0028,0041
0028,0041
0029,0041
0029,0041
0029,0041
0029,0041
0029,0041
0029,0041
0028,0041
0028,0040
0028,0040
0028,0040
0028,0045
0028,0045
0029,0045
0029,0057
0029,0057
0033,0057
0033,0058
0033,0058
0035,0058
0035,0059
0035,0059
0037,0059
0037,0050
0037,0050
0036,0050
0036,0050
0036,0050
0030,0050
0030,0054
0030,0054
0028,0054
0028,0047
0028,0047
0026,0047
0026,0044
0026,0044
0027,0044
0027,0042
0027,0042
0028,0042
0028,0041
0028,0041
0027,0041
0027,0041
0027,0041
0027,0041
0027,0042
0027,0042
0027,0042
0027,0042
0027,0042
0026,0042
0026,0041
0026,0041
0028,0041
0028,0041
0028,0041
0030,0041
0030,0041
0030,0041
0029,0041
0029,0041
0029,0041
0030,0041
0030,0042
0030,0042
0028,0042
0028,0047
0028,0047
0028,0047
0028,0063
0028,0063
0033,0063
0033,0054
0033,0054
0037,0054
0037,0117
0037,0117
0034,0117
0034,0594
0034,0594
0064,0594
0064,0746
0064,0746
0055,0746
0055,0443
0055,0443
0049,0443
0049,0227
0049,0227
0053,0227
0053,0129
0053,0129
0068,0129
0068,0083
0068,0083
0056,0083
0056,0060
0056,0060
0043,0060
0043,0049
0043,0049
0035,0049
0035,0044
0035,0044
0031,0044
0031,0042
0031,0042
0030,0042
0030,0042
0030,0042
0028,0042
0028,0043
0028,0043
0029,0043
0029,0042
0029,0042
0029,0042
0029,0042
0029,0042
0027,0042
0027,0042
0027,0042
0027,0042
0027,0041
0027,0041
0027,0041
0027,0040
0027,0040
0027,0040
0027,0041
0027,0041
0026,0041
0026,0042
0026,0042
0027,0042
0027,0042
0027,0042
0026,0042
0026,0041
0026,0041
0025,0041
0025,0040
0025,0040
0026,0040
0026,0041
0026,0041
0027,0041
0027,0041
0027,0041
0027,0041
0027,0041
0027,0041
0027,0041
0027,0040
0027,0040
0028,0040
0028,0041
0028,0041
0032,0041
0032,0071
0032,0071
0034,0071
0034,0084
0034,0084
0033,0084
0033,0118
0033,0118
0036,0118
0036,0102
0036,0102
0035,0102
0035,0072
0035,0072
0030,0072
0030,0058
0030,0058
0029,0058
0029,0099
0029,0099
0035,0099
0035,0484
0035,0484
0052,0484
0052,0769
0052,0769
0056,0769
0056,0675
0056,0675
0042,0675
0042,0341
0042,0341
0036,0341
0036,0181
0036,0181
0045,0181
0045,0106
0045,0106
0049,0106
0049,0071
0049,0071
0042,0071
0042,0055
0042,0055
0033,0055
0033,0047
0033,0047
0030,0047
0030,0043
0030,0043
0028,0043
0028,0042
0028,0042
0027,0042
0027,0042
0027,0042
0028,0042
0028,0042
0028,0042
0029,0042
0029,0042
0029,0042
0028,0042
0028,0041
0028,0041
0027,0041
0027,0043
0027,0043
0028,0043
0028,0041
0028,0041
0027,0041
0027,0041
0027,0041
0027,0041
0027,0041
0027,0041
0025,0041
0025,0043
0025,0043
0026,0043
